work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-time,Data Engineer,190000.0,USD,190000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,170000.0,USD,170000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,125000.0,USD,125000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,115000.0,USD,115000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,101570.0,USD,101570.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,150000.0,USD,150000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Engineer,115000.0,USD,115000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,184000.0,USD,184000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,123000.0,USD,123000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Computer Vision Engineer,194000.0,USD,194000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Computer Vision Engineer,175000.0,USD,175000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,185000.0,USD,185000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,160000.0,USD,160000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,185000.0,USD,185000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,50000.0,USD,50000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Data Manager,80000.0,USD,80000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Data Manager,70000.0,USD,70000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,254000.0,USD,254000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,200000.0,USD,200000.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Engineer,130916.0,USD,130916.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Engineer,120000.0,USD,120000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,160000.0,USD,160000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,218213.0,USD,218213.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,178538.0,USD,178538.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Applied Scientist,222200.0,USD,222200.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Applied Scientist,136000.0,USD,136000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Scientist,316000.0,USD,316000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,202000.0,USD,202000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Applied Scientist,222200.0,USD,222200.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Applied Scientist,136000.0,USD,136000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Scientist,189750.0,USD,189750.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,119213.0,USD,119213.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,162000.0,USD,162000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,130000.0,USD,130000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Visualization Specialist,170200.0,USD,170200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Visualization Specialist,83900.0,USD,83900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,202800.0,USD,202800.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Business Intelligence Engineer,104300.0,USD,104300.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Machine Learning Engineer,250944.0,USD,250944.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,205318.0,USD,205318.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,155000.0,USD,155000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,125000.0,USD,125000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,135000.0,USD,135000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,114000.0,USD,114000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,218213.0,USD,218213.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,178538.0,USD,178538.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Scientist,240000.0,USD,240000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,163200.0,USD,163200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,258800.0,USD,258800.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,199200.0,USD,199200.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,215625.0,USD,215625.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,159375.0,USD,159375.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,ML Engineer,155000.0,USD,155000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,ML Engineer,125000.0,USD,125000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,170000.0,USD,170000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,100000.0,USD,100000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,234000.0,USD,234000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,208000.0,USD,208000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Engineer,203000.0,USD,203000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,133000.0,USD,133000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Science Manager,272400.0,USD,272400.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Science Manager,140100.0,USD,140100.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Engineer,282000.0,USD,282000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,208000.0,USD,208000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,93919.0,USD,93919.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Analyst,51962.0,USD,51962.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,211000.0,USD,211000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,185000.0,USD,185000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,BI Analyst,118800.0,USD,118800.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,BI Analyst,75000.0,USD,75000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,159350.0,USD,159350.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,130100.0,USD,130100.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,262000.0,USD,262000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,245000.0,USD,245000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,190000.0,USD,190000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,150000.0,USD,150000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,205218.0,USD,205218.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Analytics Engineer,136743.0,USD,136743.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Analyst,185000.0,USD,185000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Research Analyst,94600.0,USD,94600.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Research Analyst,160000.0,USD,160000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Analyst,107000.0,USD,107000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,264400.0,USD,264400.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,176300.0,USD,176300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Analyst,160000.0,USD,160000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Analyst,107000.0,USD,107000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,275000.0,USD,275000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,175000.0,USD,175000.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,ML Engineer,76000.0,USD,76000.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Insight Analyst,50000.0,EUR,53984.0,Portugal,Fully remote,Portugal,Medium
2023,Mid-level,Full-time,Insight Analyst,40000.0,EUR,43187.0,Portugal,Fully remote,Portugal,Medium
2023,Entry-level,Full-time,Data Analyst,80800.0,USD,80800.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Analyst,53800.0,USD,53800.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Business Intelligence Analyst,150000.0,USD,150000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Business Intelligence Analyst,125000.0,USD,125000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,210000.0,USD,210000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,180000.0,USD,180000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,210000.0,USD,210000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,155000.0,USD,155000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,169500.0,USD,169500.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,138000.0,USD,138000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,226700.0,USD,226700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,133300.0,USD,133300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,278700.0,USD,278700.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Scientist,159300.0,USD,159300.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,AI Engineer,180000.0,USD,180000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,AI Engineer,120000.0,USD,120000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,125000.0,USD,125000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,115000.0,USD,115000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Science Manager,297300.0,USD,297300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Science Manager,198200.0,USD,198200.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,204500.0,USD,204500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,138900.0,USD,138900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Manager,110400.0,USD,110400.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Manager,68000.0,USD,68000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,260600.0,USD,260600.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,170500.0,USD,170500.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Integration Specialist,63750.0,USD,63750.0,United States,Fully remote,United States,Medium
2023,Entry-level,Full-time,Data Integration Specialist,46400.0,USD,46400.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,214872.0,USD,214872.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,186846.0,USD,186846.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,95000.0,USD,95000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,70600.0,USD,70600.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,149500.0,USD,149500.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Analyst,127075.0,USD,127075.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,162000.0,USD,162000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,111000.0,USD,111000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Scientist,280000.0,USD,280000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Scientist,182750.0,USD,182750.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Research Scientist,212800.0,USD,212800.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Research Scientist,124100.0,USD,124100.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Research Engineer,196000.0,USD,196000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Research Engineer,142600.0,USD,142600.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Business Intelligence Engineer,185000.0,USD,185000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Business Intelligence Engineer,79600.0,USD,79600.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Data Architect,193000.0,USD,193000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Architect,110000.0,USD,110000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,245000.0,USD,245000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,185000.0,USD,185000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,154000.0,USD,154000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,103000.0,USD,103000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,80000.0,USD,80000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,70000.0,USD,70000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Data Engineer,250000.0,USD,250000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Data Engineer,225000.0,USD,225000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,90000.0,USD,90000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,80000.0,USD,80000.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,50000.0,GBP,61520.0,United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-time,Data Analyst,40000.0,GBP,49216.0,United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-time,Data Engineer,205000.0,USD,205000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,167500.0,USD,167500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,202600.0,USD,202600.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,168800.0,USD,168800.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,164000.0,USD,164000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,240000.0,USD,240000.0,Ukraine,Fully remote,Ukraine,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,220000.0,USD,220000.0,Ukraine,Fully remote,Ukraine,Medium
2023,Senior-level,Full-time,Data Scientist,168000.0,USD,168000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Engineer,185900.0,USD,185900.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Engineer,129300.0,USD,129300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,297300.0,USD,297300.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,198200.0,USD,198200.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,190000.0,USD,190000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,156000.0,USD,156000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,205000.0,USD,205000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,152000.0,USD,152000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Science Practitioner,196500.0,USD,196500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Science Practitioner,97300.0,USD,97300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,260000.0,USD,260000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,192000.0,USD,192000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,216000.0,USD,216000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,184000.0,USD,184000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,192000.0,USD,192000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,164000.0,USD,164000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,227700.0,USD,227700.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,154836.0,USD,154836.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,160000.0,USD,160000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,140000.0,USD,140000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,168000.0,USD,168000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Machine Learning Engineer,285000.0,USD,285000.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Machine Learning Engineer,190000.0,USD,190000.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Research Scientist,405000.0,USD,405000.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Research Scientist,270000.0,USD,270000.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Data Engineer,214300.0,USD,214300.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Engineer,108500.0,USD,108500.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Scientist,145000.0,USD,145000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Scientist,115000.0,USD,115000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Science Engineer,130000.0,USD,130000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Data Science Engineer,113000.0,USD,113000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,194500.0,USD,194500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,110250.0,USD,110250.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,295000.0,USD,295000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Scientist,177300.0,USD,177300.0,United States,On-site,United States,Medium
2023,Mid-level,Full-time,Data Analyst,45000.0,GBP,55368.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Mid-level,Full-time,Data Analyst,36000.0,GBP,44294.0,United Kingdom,Fully remote,United Kingdom,Medium
2023,Senior-level,Full-time,Data Scientist,136000.0,USD,136000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Data Scientist,104000.0,USD,104000.0,United States,Fully remote,United States,Medium
2023,Mid-level,Full-time,Applied Scientist,222200.0,USD,222200.0,United States,On-site,United States,Large
2023,Mid-level,Full-time,Applied Scientist,136000.0,USD,136000.0,United States,On-site,United States,Large
2023,Senior-level,Full-time,Applied Scientist,192000.0,USD,192000.0,United States,Fully remote,United States,Medium
2023,Senior-level,Full-time,Applied Scientist,164000.0,USD,164000.0,United States,Fully remote,United States,Medium
2023,Entry-level,Full-time,Data Engineer,220000.0,USD,220000.0,United States,On-site,United States,Medium
2023,Entry-level,Full-time,Data Engineer,187000.0,USD,187000.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Director of Data Science,353200.0,USD,353200.0,United States,On-site,United States,Medium
2023,Executive-level,Full-time,Director of Data Science,249300.0,USD,249300.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,85000.0,USD,85000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Data Analyst,79000.0,USD,79000.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,214500.0,USD,214500.0,United States,On-site,United States,Medium
2023,Senior-level,Full-time,Machine Learning Engineer,132600.0,USD,132600.0,United States,On-site,United States,Medium
